Store,Date,DayOfWeek,Sales,Customers,Promo,POST_Promo,POST_Sales
555,2014-02-26,3,3758.0,405,0,0,3380
556,2014-02-26,3,5862.0,744,0,0,6393
557,2014-02-26,3,3707.0,637,0,0,3523
558,2014-02-26,3,2336.0,402,0,0,2940
559,2014-02-26,3,5098.0,696,0,0,4175
560,2014-02-26,3,9506.0,1275,0,0,10029
561,2014-02-26,3,4785.0,571,0,0,4895
562,2014-02-26,3,16296.0,2928,0,0,16555
563,2014-02-26,3,4829.0,648,0,0,3810
564,2014-02-26,3,5221.0,538,0,0,3779
565,2014-02-26,3,5125.0,732,0,0,5255
566,2014-02-26,3,3747.0,453,0,0,3804
567,2014-02-26,3,3881.0,575,0,0,4026
568,2014-02-26,3,3479.0,352,0,0,5729
569,2014-02-26,3,4037.0,659,0,0,4255
570,2014-02-26,3,4634.0,712,0,0,4115
571,2014-02-26,3,5853.0,445,0,0,6904
572,2014-02-26,3,5104.0,469,0,0,6090
573,2014-02-26,3,3438.0,317,0,0,3856
574,2014-02-26,3,6546.0,560,0,0,6842
575,2014-02-26,3,3779.0,440,0,0,4439
576,2014-02-26,3,5158.0,761,0,0,6055
577,2014-02-26,3,4139.0,557,0,0,3762
578,2014-02-26,3,5277.0,558,0,0,6240
579,2014-02-26,3,6248.0,772,0,0,11610
580,2014-02-26,3,8096.0,1412,0,0,9568
581,2014-02-26,3,4188.0,562,0,0,5094
582,2014-02-26,3,5175.0,699,0,0,6162
583,2014-02-26,3,3605.0,404,0,0,4374
584,2014-02-26,3,3896.0,398,0,0,3755
585,2014-02-26,3,5063.0,908,0,0,6962
586,2014-02-26,3,11826.0,1998,0,0,11134
587,2014-02-26,3,6208.0,496,0,0,4556
588,2014-02-26,3,4552.0,561,0,0,4490
589,2014-02-26,3,3641.0,448,0,0,4682
590,2014-02-26,3,3722.0,350,0,0,4137
591,2014-02-26,3,5093.0,515,0,0,5696
592,2014-02-26,3,4491.0,651,0,0,4341
593,2014-02-26,3,6772.0,977,0,0,7179
594,2014-02-26,3,3557.0,442,0,0,5267
595,2014-02-26,3,11518.0,1380,0,0,11522
596,2014-02-26,3,3171.0,585,0,0,3278
597,2014-02-26,3,4294.0,673,0,0,3528
598,2014-02-26,3,4377.0,623,0,0,4276
599,2014-02-26,3,6649.0,703,0,0,7671
600,2014-02-26,3,4368.0,442,0,0,4738
601,2014-02-26,3,3981.0,336,0,0,4073
602,2014-02-26,3,5514.0,588,0,0,4676
603,2014-02-26,3,5145.0,822,0,0,5924
604,2014-02-26,3,6800.0,508,0,0,6739
605,2014-02-26,3,4522.0,386,0,0,4856
606,2014-02-26,3,4501.0,576,0,0,4863
607,2014-02-26,3,2396.0,295,0,0,2569
608,2014-02-26,3,6564.0,781,0,0,6476
609,2014-02-26,3,4028.0,497,0,0,2578
610,2014-02-26,3,2881.0,432,0,0,4335
611,2014-02-26,3,5042.0,437,0,0,5044
612,2014-02-26,3,5197.0,305,0,0,5178
613,2014-02-26,3,4984.0,800,0,0,5524
614,2014-02-26,3,5349.0,828,0,0,4627
615,2014-02-26,3,6822.0,991,0,0,6183
616,2014-02-26,3,7074.0,764,0,0,7974
617,2014-02-26,3,4865.0,493,0,0,4433
618,2014-02-26,3,4744.0,417,0,0,3948
619,2014-02-26,3,3352.0,401,0,0,4812
620,2014-02-26,3,6544.0,618,0,0,5498
621,2014-02-26,3,5816.0,865,0,0,5943
622,2014-02-26,3,3414.0,392,0,0,3589
623,2014-02-26,3,6819.0,930,0,0,5012
624,2014-02-26,3,6332.0,712,0,0,5149
625,2014-02-26,3,6020.0,657,0,0,5203
626,2014-02-26,3,5948.0,587,0,0,6924
627,2014-02-26,3,4437.0,514,0,0,5423
628,2014-02-26,3,4387.0,644,0,0,4802
629,2014-02-26,3,5800.0,583,0,0,6274
630,2014-02-26,3,6211.0,813,0,0,5833
631,2014-02-26,3,3978.0,523,0,0,4234
632,2014-02-26,3,5562.0,773,0,0,5106
633,2014-02-26,3,5889.0,496,0,0,5779
634,2014-02-26,3,4646.0,524,0,0,5887
635,2014-02-26,3,3779.0,438,0,0,3515
636,2014-02-26,3,2910.0,457,0,0,4360
637,2014-02-26,3,7282.0,694,0,0,5738
638,2014-02-26,3,4185.0,394,0,0,5405
639,2014-02-26,3,4812.0,564,0,0,4244
640,2014-02-26,3,8628.0,764,0,0,8288
641,2014-02-26,3,4757.0,489,0,0,5239
642,2014-02-26,3,2940.0,455,0,0,2405
643,2014-02-26,3,5672.0,819,0,0,7529
644,2014-02-26,3,7205.0,881,0,0,7400
645,2014-02-26,3,7406.0,1055,0,0,7845
646,2014-02-26,3,4250.0,668,0,0,5102
647,2014-02-26,3,4013.0,554,0,0,3402
648,2014-02-26,3,4363.0,468,0,0,4961
649,2014-02-26,3,2710.0,342,0,0,3638
650,2014-02-26,3,4720.0,567,0,0,4351
651,2014-02-26,3,8480.0,1111,0,0,5646
652,2014-02-26,3,4045.0,496,0,0,4487
653,2014-02-26,3,4945.0,495,0,0,5088
654,2014-02-26,3,5148.0,632,0,0,5901
655,2014-02-26,3,5900.0,571,0,0,6407
656,2014-02-26,3,2480.0,326,0,0,3059
657,2014-02-26,3,4715.0,674,0,0,4910
658,2014-02-26,3,4408.0,517,0,0,4579
659,2014-02-26,3,4186.0,603,0,0,2608
660,2014-02-26,3,3152.0,443,0,0,2950
661,2014-02-26,3,4966.0,474,0,0,5805
662,2014-02-26,3,5358.0,570,0,0,6412
663,2014-02-26,3,3776.0,589,0,0,7710
664,2014-02-26,3,3292.0,496,0,0,4047
665,2014-02-26,3,6397.0,1216,0,0,5588
666,2014-02-26,3,4374.0,480,0,0,5780
667,2014-02-26,3,5853.0,619,0,0,7382
668,2014-02-26,3,6687.0,1002,0,0,6945
669,2014-02-26,3,3728.0,340,0,0,6601
670,2014-02-26,3,4778.0,619,0,0,5120
671,2014-02-26,3,5268.0,551,0,0,3752
672,2014-02-26,3,6212.0,1096,0,0,5246
673,2014-02-26,3,4879.0,475,0,0,4536
674,2014-02-26,3,6754.0,983,0,0,5806
675,2014-02-26,3,2784.0,347,0,0,3585
676,2014-02-26,3,6148.0,1594,0,0,5596
677,2014-02-26,3,6159.0,538,0,0,6684
678,2014-02-26,3,4960.0,690,0,0,4444
679,2014-02-26,3,8018.0,971,0,0,7354
680,2014-02-26,3,3381.0,602,0,0,3962
681,2014-02-26,3,3295.0,505,0,0,2965
682,2014-02-26,3,9724.0,1644,0,0,8811
683,2014-02-26,3,7612.0,790,0,0,6241
684,2014-02-26,3,5925.0,497,0,0,7660
685,2014-02-26,3,5032.0,546,0,0,4416
686,2014-02-26,3,4978.0,679,0,0,5326
687,2014-02-26,3,7323.0,756,0,0,5253
688,2014-02-26,3,2667.0,303,0,0,2738
689,2014-02-26,3,5118.0,576,0,0,5288
690,2014-02-26,3,4824.0,765,0,0,4312
691,2014-02-26,3,7637.0,641,0,0,4515
692,2014-02-26,3,4917.0,657,0,0,5692
693,2014-02-26,3,3688.0,330,0,0,5315
694,2014-02-26,3,6254.0,723,0,0,5748
695,2014-02-26,3,4029.0,469,0,0,3848
696,2014-02-26,3,5634.0,854,0,0,6004
697,2014-02-26,3,8214.0,890,0,0,8781
698,2014-02-26,3,13492.0,1793,0,0,14128
699,2014-02-26,3,6126.0,831,0,0,6629
700,2014-02-26,3,3608.0,515,0,0,4537
701,2014-02-26,3,3767.0,503,0,0,5463
702,2014-02-26,3,2614.0,249,0,0,3120
703,2014-02-26,3,3195.0,389,0,0,2649
704,2014-02-26,3,8066.0,963,0,0,8880
705,2014-02-26,3,6315.0,885,0,0,7239
706,2014-02-26,3,4283.0,419,0,0,3410
707,2014-02-26,3,6285.0,769,0,0,6037
708,2014-02-26,3,2402.0,327,0,0,3578
709,2014-02-26,3,9544.0,1375,0,0,8031
710,2014-02-26,3,3401.0,281,0,0,3220
711,2014-02-26,3,5075.0,458,0,0,5079
712,2014-02-26,3,4712.0,505,0,0,5953
713,2014-02-26,3,7733.0,1130,0,0,8266
714,2014-02-26,3,3600.0,302,0,0,4778
715,2014-02-26,3,5480.0,694,0,0,5292
716,2014-02-26,3,3947.0,371,0,0,2827
717,2014-02-26,3,3597.0,457,0,0,6630
718,2014-02-26,3,6015.0,747,0,0,5657
719,2014-02-26,3,3499.0,306,0,0,3753
720,2014-02-26,3,5375.0,623,0,0,6458
721,2014-02-26,3,6035.0,662,0,0,4357
722,2014-02-26,3,7794.0,1353,0,0,8185
723,2014-02-26,3,4423.0,410,0,0,3863
724,2014-02-26,3,6383.0,679,0,0,4880
725,2014-02-26,3,4287.0,476,0,0,4371
726,2014-02-26,3,7153.0,769,0,0,8665
727,2014-02-26,3,3826.0,427,0,0,3636
728,2014-02-26,3,4296.0,416,0,0,3329
729,2014-02-26,3,7686.0,898,0,0,8309
730,2014-02-26,3,5773.0,820,0,0,5517
731,2014-02-26,3,7538.0,955,0,0,6142
732,2014-02-26,3,3615.0,477,0,0,3430
733,2014-02-26,3,15968.0,3690,0,0,12555
734,2014-02-26,3,5116.0,564,0,0,5739
735,2014-02-26,3,3261.0,388,0,0,4099
736,2014-02-26,3,3665.0,390,0,0,3521
737,2014-02-26,3,4876.0,766,0,0,5450
738,2014-02-26,3,6990.0,632,0,0,7222
739,2014-02-26,3,6070.0,572,0,0,8179
740,2014-02-26,3,5141.0,433,0,0,6334
741,2014-02-26,3,5040.0,726,0,0,6226
742,2014-02-26,3,5443.0,674,0,0,5272
743,2014-02-26,3,2929.0,356,0,0,4014
744,2014-02-26,3,5905.0,712,0,0,10002
745,2014-02-26,3,5908.0,743,0,0,6382
746,2014-02-26,3,4426.0,423,0,0,4172
747,2014-02-26,3,5253.0,490,0,0,7667
748,2014-02-26,3,4991.0,445,0,0,4743
749,2014-02-26,3,4183.0,580,0,0,4123
750,2014-02-26,3,3375.0,324,0,0,3934
751,2014-02-26,3,3530.0,544,0,0,1934
752,2014-02-26,3,4159.0,423,0,0,3848
753,2014-02-26,3,6656.0,662,0,0,6568
754,2014-02-26,3,4534.0,659,0,0,5374
755,2014-02-26,3,7427.0,739,0,0,9322
756,2014-02-26,3,11583.0,1829,0,0,13530
757,2014-02-26,3,5077.0,493,0,0,6857
758,2014-02-26,3,4394.0,663,0,0,3526
759,2014-02-26,3,6099.0,772,0,0,6313
760,2014-02-26,3,6295.0,1075,0,0,4848
761,2014-02-26,3,7075.0,853,0,0,6009
762,2014-02-26,3,2950.0,305,0,0,3090
763,2014-02-26,3,4776.0,481,0,0,4697
764,2014-02-26,3,3786.0,489,0,0,2399
765,2014-02-26,3,7999.0,731,0,0,7851
766,2014-02-26,3,4434.0,388,0,0,6452
767,2014-02-26,3,4625.0,524,0,0,4140
768,2014-02-26,3,9775.0,1137,0,0,11846
769,2014-02-26,3,9127.0,2903,0,0,8540
770,2014-02-26,3,5626.0,732,0,0,5082
771,2014-02-26,3,5143.0,626,0,0,5744
772,2014-02-26,3,3197.0,465,0,0,3660
773,2014-02-26,3,4542.0,727,0,0,4660
774,2014-02-26,3,4287.0,609,0,0,5557
775,2014-02-26,3,6591.0,549,0,0,7542
776,2014-02-26,3,4439.0,539,0,0,3821
777,2014-02-26,3,3526.0,317,0,0,3772
778,2014-02-26,3,4193.0,670,0,0,5901
779,2014-02-26,3,4937.0,582,0,0,5441
780,2014-02-26,3,4484.0,599,0,0,3705
781,2014-02-26,3,3903.0,590,0,0,4181
782,2014-02-26,3,4179.0,445,0,0,5089
783,2014-02-26,3,4633.0,530,0,0,6035
784,2014-02-26,3,7396.0,908,0,0,5421
785,2014-02-26,3,4752.0,453,0,0,3525
786,2014-02-26,3,2465.0,457,0,0,3674
787,2014-02-26,3,7340.0,930,0,0,8093
788,2014-02-26,3,14740.0,1604,0,0,15328
789,2014-02-26,3,3081.0,466,0,0,2227
790,2014-02-26,3,5511.0,554,0,0,5894
791,2014-02-26,3,5826.0,702,0,0,6215
792,2014-02-26,3,6022.0,692,0,0,5225
793,2014-02-26,3,3049.0,330,0,0,2991
794,2014-02-26,3,2724.0,506,0,0,1904
795,2014-02-26,3,4268.0,485,0,0,3389
796,2014-02-26,3,5262.0,587,0,0,7782
797,2014-02-26,3,3078.0,330,0,0,4032
798,2014-02-26,3,5056.0,790,0,0,6170
799,2014-02-26,3,8544.0,807,0,0,7089
800,2014-02-26,3,5309.0,539,0,0,3760
801,2014-02-26,3,3110.0,316,0,0,3135
802,2014-02-26,3,4438.0,368,0,0,4523
803,2014-02-26,3,3401.0,340,0,0,3855
804,2014-02-26,3,4324.0,383,0,0,6132
805,2014-02-26,3,3806.0,409,0,0,3074
806,2014-02-26,3,5313.0,455,0,0,6458
807,2014-02-26,3,7233.0,826,0,0,9190
808,2014-02-26,3,5483.0,480,0,0,4604
809,2014-02-26,3,7491.0,783,0,0,7031
810,2014-02-26,3,4874.0,457,0,0,4936
811,2014-02-26,3,3151.0,600,0,0,2984
812,2014-02-26,3,4916.0,699,0,0,5615
813,2014-02-26,3,5365.0,624,0,0,4829
814,2014-02-26,3,6048.0,539,0,0,5112
815,2014-02-26,3,7456.0,829,0,0,5980
816,2014-02-26,3,4181.0,646,0,0,4410
817,2014-02-26,3,18600.0,2841,0,0,16738
818,2014-02-26,3,4339.0,504,0,0,5244
819,2014-02-26,3,4805.0,459,0,0,5721
820,2014-02-26,3,10390.0,1035,0,0,9345
821,2014-02-26,3,5937.0,802,0,0,5740
822,2014-02-26,3,5285.0,480,0,0,6281
823,2014-02-26,3,4371.0,487,0,0,4425
824,2014-02-26,3,5919.0,847,0,0,6296
825,2014-02-26,3,3393.0,445,0,0,3309
826,2014-02-26,3,8801.0,880,0,0,7432
827,2014-02-26,3,8779.0,1258,0,0,9250
828,2014-02-26,3,4392.0,578,0,0,3500
829,2014-02-26,3,4482.0,681,0,0,4482
830,2014-02-26,3,5431.0,541,0,0,5468
831,2014-02-26,3,11961.0,1687,0,0,11706
832,2014-02-26,3,4408.0,430,0,0,5143
833,2014-02-26,3,4306.0,495,0,0,4249
834,2014-02-26,3,4744.0,575,0,0,4540
835,2014-02-26,3,3776.0,543,0,0,4175
836,2014-02-26,3,4617.0,619,0,0,5382
837,2014-02-26,3,5244.0,658,0,0,6945
838,2014-02-26,3,6243.0,716,0,0,6702
839,2014-02-26,3,4568.0,652,0,0,3632
840,2014-02-26,3,6531.0,1047,0,0,5631
841,2014-02-26,3,2028.0,351,0,0,2955
842,2014-02-26,3,13658.0,930,0,0,16151
843,2014-02-26,3,6763.0,861,0,0,7431
844,2014-02-26,3,3069.0,418,0,0,3124
845,2014-02-26,3,4281.0,330,0,0,3841
846,2014-02-26,3,6360.0,701,0,0,9065
847,2014-02-26,3,6109.0,932,0,0,6074
848,2014-02-26,3,4789.0,640,0,0,4920
849,2014-02-26,3,6060.0,760,0,0,4541
850,2014-02-26,3,4269.0,517,0,0,4932
851,2014-02-26,3,4459.0,452,0,0,6687
852,2014-02-26,3,3839.0,550,0,0,3531
853,2014-02-26,3,7189.0,888,0,0,5857
854,2014-02-26,3,4376.0,541,0,0,4416
855,2014-02-26,3,4186.0,490,0,0,4834
856,2014-02-26,3,5065.0,812,0,0,5870
857,2014-02-26,3,5182.0,759,0,0,6492
858,2014-02-26,3,3996.0,407,0,0,3952
859,2014-02-26,3,5898.0,616,0,0,6141
860,2014-02-26,3,3966.0,575,0,0,3166
861,2014-02-26,3,3113.0,520,0,0,5074
862,2014-02-26,3,6912.0,996,0,0,5635
863,2014-02-26,3,6072.0,806,0,0,5589
864,2014-02-26,3,3446.0,536,0,0,4466
865,2014-02-26,3,8163.0,678,0,0,6415
866,2014-02-26,3,4713.0,336,0,0,5363
867,2014-02-26,3,3453.0,334,0,0,3006
868,2014-02-26,3,6445.0,523,0,0,7755
869,2014-02-26,3,4067.0,732,0,0,4810
870,2014-02-26,3,5925.0,811,0,0,4911
871,2014-02-26,3,4915.0,410,0,0,4269
872,2014-02-26,3,8821.0,978,0,0,6732
873,2014-02-26,3,3339.0,422,0,0,2198
874,2014-02-26,3,3332.0,416,0,0,3409
875,2014-02-26,3,4137.0,458,0,0,2338
876,2014-02-26,3,6593.0,834,0,0,7497
877,2014-02-26,3,5464.0,856,0,0,3985
878,2014-02-26,3,7239.0,753,0,0,7195
879,2014-02-26,3,2484.0,260,0,0,2384
880,2014-02-26,3,6224.0,756,0,0,5203
881,2014-02-26,3,3439.0,589,0,0,4363
882,2014-02-26,3,5705.0,815,0,0,4633
883,2014-02-26,3,4813.0,581,0,0,3336
884,2014-02-26,3,3938.0,417,0,0,4156
885,2014-02-26,3,4832.0,725,0,0,6015
886,2014-02-26,3,5648.0,705,0,0,4696
887,2014-02-26,3,4753.0,416,0,0,2634
888,2014-02-26,3,5338.0,570,0,0,5756
889,2014-02-26,3,2990.0,383,0,0,3305
890,2014-02-26,3,3686.0,337,0,0,4236
891,2014-02-26,3,6628.0,1011,0,0,4886
892,2014-02-26,3,4992.0,619,0,0,6361
893,2014-02-26,3,5790.0,844,0,0,3919
894,2014-02-26,3,6268.0,941,0,0,6623
895,2014-02-26,3,7765.0,779,0,0,9299
896,2014-02-26,3,5636.0,936,0,0,4039
897,2014-02-26,3,1933.0,247,0,0,2697
898,2014-02-26,3,4845.0,617,0,0,5924
899,2014-02-26,3,4029.0,485,0,0,4096
900,2014-02-26,3,4282.0,491,0,0,4344
901,2014-02-26,3,5596.0,545,0,0,7529
902,2014-02-26,3,4108.0,614,0,0,3171
903,2014-02-26,3,9132.0,716,0,0,9511
904,2014-02-26,3,3979.0,403,0,0,4776
905,2014-02-26,3,5831.0,950,0,0,7966
906,2014-02-26,3,7403.0,1045,0,0,8312
907,2014-02-26,3,5177.0,753,0,0,4725
908,2014-02-26,3,2632.0,290,0,0,1449
909,2014-02-26,3,7078.0,811,0,0,7618
910,2014-02-26,3,3646.0,432,0,0,4447
911,2014-02-26,3,7863.0,794,0,0,8132
912,2014-02-26,3,4447.0,645,0,0,3684
913,2014-02-26,3,6984.0,992,0,0,7395
914,2014-02-26,3,8070.0,1070,0,0,6823
915,2014-02-26,3,4259.0,375,0,0,4500
916,2014-02-26,3,4222.0,621,0,0,4242
917,2014-02-26,3,5864.0,760,0,0,4244
918,2014-02-26,3,3909.0,497,0,0,4052
919,2014-02-26,3,4297.0,633,0,0,3831
920,2014-02-26,3,4579.0,532,0,0,5351
921,2014-02-26,3,7285.0,962,0,0,8708
922,2014-02-26,3,6111.0,656,0,0,6612
923,2014-02-26,3,4399.0,571,0,0,4128
924,2014-02-26,3,3609.0,416,0,0,4508
925,2014-02-26,3,4781.0,1050,0,0,5395
926,2014-02-26,3,6397.0,548,0,0,4566
927,2014-02-26,3,4734.0,737,0,0,4847
928,2014-02-26,3,6360.0,581,0,0,7069
929,2014-02-26,3,4858.0,661,0,0,4987
930,2014-02-26,3,4503.0,861,0,0,5165
931,2014-02-26,3,2077.0,307,0,0,2575
932,2014-02-26,3,6669.0,725,0,0,5959
933,2014-02-26,3,5896.0,856,0,0,5596
934,2014-02-26,3,5062.0,599,0,0,5216
935,2014-02-26,3,4755.0,555,0,0,6081
936,2014-02-26,3,6180.0,866,0,0,5721
937,2014-02-26,3,4723.0,419,0,0,5030
938,2014-02-26,3,7021.0,796,0,0,6714
939,2014-02-26,3,5275.0,544,0,0,4442
940,2014-02-26,3,5148.0,622,0,0,5231
941,2014-02-26,3,3933.0,480,0,0,4710
942,2014-02-26,3,4297.0,350,0,0,2917
943,2014-02-26,3,5553.0,486,0,0,5286
944,2014-02-26,3,5552.0,992,0,0,6104
945,2014-02-26,3,3726.0,512,0,0,3374
946,2014-02-26,3,2812.0,422,0,0,3315
948,2014-02-26,3,6313.0,1670,0,0,4453
949,2014-02-26,3,3945.0,448,0,0,5936
950,2014-02-26,3,4189.0,523,0,0,3542
951,2014-02-26,3,5273.0,587,0,0,4176
952,2014-02-26,3,5146.0,464,0,0,4033
953,2014-02-26,3,3797.0,466,0,0,4590
954,2014-02-26,3,5564.0,878,0,0,5105
955,2014-02-26,3,5235.0,526,0,0,4988
956,2014-02-26,3,3426.0,551,0,0,4080
957,2014-02-26,3,6621.0,827,0,0,5322
958,2014-02-26,3,3275.0,507,0,0,4636
959,2014-02-26,3,5539.0,670,0,0,6063
960,2014-02-26,3,4456.0,419,0,0,6024
961,2014-02-26,3,5206.0,609,0,0,1763
962,2014-02-26,3,5033.0,757,0,0,6722
963,2014-02-26,3,7782.0,832,0,0,6421
964,2014-02-26,3,6595.0,1096,0,0,7093
965,2014-02-26,3,6513.0,809,0,0,4908
966,2014-02-26,3,4833.0,635,0,0,3499
967,2014-02-26,3,6588.0,802,0,0,6604
968,2014-02-26,3,5666.0,741,0,0,6785
969,2014-02-26,3,2971.0,593,0,0,1703
970,2014-02-26,3,3124.0,427,0,0,3298
971,2014-02-26,3,5948.0,752,0,0,6525
972,2014-02-26,3,2404.0,335,0,0,2756
973,2014-02-26,3,4775.0,677,0,0,4911
974,2014-02-26,3,10287.0,1499,0,0,8687
975,2014-02-26,3,5733.0,690,0,0,6356
976,2014-02-26,3,5345.0,653,0,0,5563
977,2014-02-26,3,3382.0,399,0,0,6789
978,2014-02-26,3,5449.0,862,0,0,5692
979,2014-02-26,3,3827.0,497,0,0,4350
980,2014-02-26,3,6729.0,603,0,0,5180
981,2014-02-26,3,5509.0,583,0,0,5963
982,2014-02-26,3,5157.0,496,0,0,6554
983,2014-02-26,3,9389.0,1369,0,0,9771
984,2014-02-26,3,4362.0,644,0,0,4667
985,2014-02-26,3,4947.0,581,0,0,5902
986,2014-02-26,3,4481.0,699,0,0,4747
987,2014-02-26,3,5030.0,773,0,0,4683
988,2014-02-26,3,3850.0,663,0,0,4611
989,2014-02-26,3,4622.0,566,0,0,5666
990,2014-02-26,3,3887.0,393,0,0,5582
991,2014-02-26,3,5023.0,506,0,0,4533
992,2014-02-26,3,5699.0,764,0,0,3824
993,2014-02-26,3,4502.0,530,0,0,5978
994,2014-02-26,3,3344.0,381,0,0,3051
995,2014-02-26,3,7144.0,653,0,0,8415
996,2014-02-26,3,4398.0,532,0,0,5120
997,2014-02-26,3,3504.0,332,0,0,4007
998,2014-02-26,3,2846.0,419,0,0,4060
999,2014-02-26,3,6017.0,476,0,0,7950
1000,2014-02-26,3,6054.0,624,0,0,5152
1001,2014-02-26,3,3333.0,448,0,0,3541
1002,2014-02-26,3,4555.0,561,0,0,4257
1003,2014-02-26,3,6019.0,732,0,0,5890
1004,2014-02-26,3,3596.0,344,0,0,3530
1005,2014-02-26,3,4666.0,729,0,0,5071
1006,2014-02-26,3,4400.0,677,0,0,5857
1007,2014-02-26,3,4302.0,632,0,0,4515
1008,2014-02-26,3,3775.0,568,0,0,4243
1009,2014-02-26,3,3877.0,433,0,0,4542
1010,2014-02-26,3,5917.0,619,0,0,8389
1011,2014-02-26,3,5564.0,791,0,0,5889
1012,2014-02-26,3,4652.0,449,0,0,4489
1013,2014-02-26,3,3501.0,445,0,0,4041
1014,2014-02-26,3,9504.0,1141,0,0,9875
1015,2014-02-26,3,5106.0,475,0,0,3671
1016,2014-02-26,3,3897.0,459,0,0,4359
1017,2014-02-26,3,5740.0,908,0,0,5286
1018,2014-02-26,3,8475.0,1136,0,0,9467
1019,2014-02-26,3,5884.0,600,0,0,8009
1020,2014-02-26,3,6669.0,910,0,0,5502
1021,2014-02-26,3,6516.0,885,0,0,7432
1022,2014-02-26,3,5002.0,699,0,0,4348
1023,2014-02-26,3,4560.0,521,0,0,4533
1024,2014-02-26,3,4654.0,646,0,0,3545
1025,2014-02-26,3,6345.0,774,0,0,5991
1026,2014-02-26,3,8458.0,1125,0,0,6893
1027,2014-02-26,3,8548.0,1336,0,0,10616
1028,2014-02-26,3,3318.0,448,0,0,3322
1029,2014-02-26,3,4233.0,739,0,0,3610
1030,2014-02-26,3,2107.0,228,0,0,2747
1031,2014-02-26,3,3617.0,362,0,0,3772
1032,2014-02-26,3,6272.0,734,0,0,9598
1033,2014-02-26,3,11025.0,1145,0,0,10553
1034,2014-02-26,3,4585.0,593,0,0,3914
1035,2014-02-26,3,3350.0,437,0,0,4060
1036,2014-02-26,3,4621.0,455,0,0,4686
1037,2014-02-26,3,5328.0,780,0,0,5784
1038,2014-02-26,3,3858.0,383,0,0,4080
1039,2014-02-26,3,7546.0,1034,0,0,5572
1040,2014-02-26,3,7335.0,893,0,0,6352
1041,2014-02-26,3,4535.0,586,0,0,6620
1042,2014-02-26,3,3670.0,486,0,0,3494
1043,2014-02-26,3,5535.0,861,0,0,7643
1044,2014-02-26,3,4856.0,714,0,0,7183
1045,2014-02-26,3,5580.0,724,0,0,6984
1046,2014-02-26,3,5586.0,492,0,0,3646
1047,2014-02-26,3,4447.0,539,0,0,1773
1048,2014-02-26,3,5042.0,421,0,0,5216
1049,2014-02-26,3,3234.0,608,0,0,2735
1050,2014-02-26,3,6491.0,503,0,0,5055
1051,2014-02-26,3,5422.0,920,0,0,5624
1052,2014-02-26,3,6271.0,756,0,0,5435
1053,2014-02-26,3,7309.0,894,0,0,7168
1054,2014-02-26,3,4900.0,555,0,0,6141
1055,2014-02-26,3,5273.0,804,0,0,5860
1056,2014-02-26,3,2739.0,303,0,0,3310
1057,2014-02-26,3,4067.0,490,0,0,4930
1058,2014-02-26,3,7272.0,804,0,0,6993
1059,2014-02-26,3,6322.0,973,0,0,6889
1060,2014-02-26,3,6317.0,831,0,0,6513
1061,2014-02-26,3,5995.0,517,0,0,5399
1062,2014-02-26,3,4634.0,484,0,0,4546
1063,2014-02-26,3,3056.0,448,0,0,4339
1064,2014-02-26,3,8563.0,1090,0,0,7594
1065,2014-02-26,3,3730.0,507,0,0,3307
1066,2014-02-26,3,11315.0,1197,0,0,9135
1067,2014-02-26,3,4498.0,411,0,0,4220
1068,2014-02-26,3,3326.0,239,0,0,4862
1069,2014-02-26,3,5665.0,922,0,0,4905
1070,2014-02-26,3,5093.0,675,0,0,5057
1071,2014-02-26,3,5011.0,634,0,0,5101
1072,2014-02-26,3,6641.0,711,0,0,3925
1073,2014-02-26,3,5867.0,870,0,0,5015
1074,2014-02-26,3,3496.0,430,0,0,3155
1075,2014-02-26,3,9627.0,1030,0,0,11130
1076,2014-02-26,3,2698.0,482,0,0,2931
1077,2014-02-26,3,3580.0,450,0,0,4969
1078,2014-02-26,3,4556.0,415,0,0,4923
1079,2014-02-26,3,5918.0,560,0,0,6244
1080,2014-02-26,3,8319.0,733,0,0,7553
1081,2014-02-26,3,6109.0,1031,0,0,4634
1082,2014-02-26,3,5412.0,885,0,0,6010
1083,2014-02-26,3,3821.0,306,0,0,5009
1084,2014-02-26,3,4218.0,646,0,0,4375
1085,2014-02-26,3,5459.0,661,0,0,6833
1086,2014-02-26,3,4711.0,635,0,0,4441
1087,2014-02-26,3,4542.0,487,0,0,3395
1088,2014-02-26,3,5789.0,611,0,0,2920
1089,2014-02-26,3,9350.0,1025,0,0,10440
1090,2014-02-26,3,5400.0,811,0,0,5268
1091,2014-02-26,3,5960.0,559,0,0,5295
1092,2014-02-26,3,10603.0,1102,0,0,11242
1093,2014-02-26,3,6333.0,710,0,0,5986
1094,2014-02-26,3,3448.0,330,0,0,2764
1095,2014-02-26,3,4034.0,609,0,0,4650
1096,2014-02-26,3,3631.0,535,0,0,4360
1097,2014-02-26,3,8833.0,2348,0,0,8154
1098,2014-02-26,3,4062.0,646,0,0,4758
1099,2014-02-26,3,5460.0,718,0,0,5306
1100,2014-02-26,3,3637.0,534,0,0,3037
1101,2014-02-26,3,6639.0,812,0,0,5646
1102,2014-02-26,3,6643.0,727,0,0,5221
1103,2014-02-26,3,3582.0,314,0,0,2504
1104,2014-02-26,3,3787.0,336,0,0,5140
1105,2014-02-26,3,3142.0,405,0,0,4270
1106,2014-02-26,3,3976.0,510,0,0,3766
1107,2014-02-26,3,3860.0,504,0,0,5092
