Store,Date,DayOfWeek,Sales,Customers,Promo,POST_Promo,POST_Customers,POST_Sales
11,2014-02-19,3,7587.0,1106,1,1,1208,9933
12,2014-02-19,3,7975.0,911,1,1,347,5541
13,2014-02-19,3,5254.0,377,1,1,403,6047
14,2014-02-19,3,6511.0,695,1,1,372,5036
15,2014-02-19,3,6976.0,611,1,1,384,6765
16,2014-02-19,3,8806.0,982,1,1,1525,8531
17,2014-02-19,3,6823.0,833,1,1,693,6621
18,2014-02-19,3,6948.0,756,1,1,561,7336
19,2014-02-19,3,6412.0,652,1,1,569,6927
20,2014-02-19,3,8108.0,899,1,1,582,8342
21,2014-02-19,3,5669.0,522,1,1,660,4389
22,2014-02-19,3,4140.0,446,1,1,976,7312
23,2014-02-19,3,5731.0,452,1,1,415,5552
24,2014-02-19,3,9249.0,858,1,1,455,7522
25,2014-02-19,3,16406.0,2105,1,1,613,9361
26,2014-02-19,3,6175.0,494,1,1,521,6199
27,2014-02-19,3,9354.0,997,1,1,402,6778
28,2014-02-19,3,6141.0,668,1,1,596,5409
29,2014-02-19,3,6712.0,604,1,1,502,7983
30,2014-02-19,3,5192.0,825,1,1,746,7103
31,2014-02-19,3,5859.0,576,1,1,699,6233
32,2014-02-19,3,4697.0,526,1,1,906,5384
33,2014-02-19,3,8511.0,809,1,1,619,9131
34,2014-02-19,3,8188.0,986,1,1,359,6434
35,2014-02-19,3,9519.0,722,1,1,416,6968
36,2014-02-19,3,9112.0,1095,1,1,286,5587
37,2014-02-19,3,5717.0,595,1,1,357,5938
38,2014-02-19,3,6061.0,566,1,1,1117,7068
39,2014-02-19,3,5653.0,721,1,1,414,4385
40,2014-02-19,3,4395.0,592,1,1,818,5398
41,2014-02-19,3,5296.0,383,1,1,642,5908
42,2014-02-19,3,11478.0,1247,1,1,1542,12219
43,2014-02-19,3,7345.0,627,1,1,457,7063
44,2014-02-19,3,5921.0,700,1,1,611,5834
45,2014-02-19,3,5303.0,374,1,1,871,5434
46,2014-02-19,3,5448.0,651,1,1,447,5287
47,2014-02-19,3,7603.0,962,1,1,808,7205
48,2014-02-19,3,3826.0,440,1,1,588,3883
49,2014-02-19,3,7135.0,474,1,1,714,10472
50,2014-02-19,3,4282.0,341,1,1,737,5478
51,2014-02-19,3,5851.0,416,1,1,575,6600
52,2014-02-19,3,8165.0,539,1,1,681,8798
53,2014-02-19,3,5281.0,549,1,1,695,5564
54,2014-02-19,3,8101.0,741,1,1,632,7899
55,2014-02-19,3,5097.0,595,1,1,684,6268
56,2014-02-19,3,5332.0,393,1,1,1581,8119
57,2014-02-19,3,10951.0,1046,1,1,380,5962
58,2014-02-19,3,6073.0,485,1,1,872,7317
59,2014-02-19,3,5801.0,610,1,1,736,5009
60,2014-02-19,3,8932.0,811,1,1,1620,8818
61,2014-02-19,3,4944.0,592,1,1,566,6117
62,2014-02-19,3,7161.0,791,1,1,699,8030
63,2014-02-19,3,6829.0,609,1,1,484,7079
64,2014-02-19,3,10463.0,743,1,1,602,8488
65,2014-02-19,3,5102.0,435,1,1,692,6357
66,2014-02-19,3,5930.0,477,1,1,587,5897
67,2014-02-19,3,8936.0,902,1,1,405,5975
68,2014-02-19,3,6679.0,1048,1,1,510,6401
69,2014-02-19,3,8926.0,1150,1,1,691,9875
70,2014-02-19,3,7151.0,683,1,1,602,6747
71,2014-02-19,3,8585.0,684,1,1,931,9501
72,2014-02-19,3,4870.0,513,1,1,438,6847
73,2014-02-19,3,4827.0,527,1,1,481,4643
74,2014-02-19,3,6664.0,893,1,1,801,6725
75,2014-02-19,3,5059.0,535,1,1,560,6606
76,2014-02-19,3,7774.0,834,1,1,300,5505
77,2014-02-19,3,6527.0,599,1,1,792,6565
78,2014-02-19,3,3716.0,488,1,1,474,3302
79,2014-02-19,3,5932.0,617,1,1,991,7314
80,2014-02-19,3,7006.0,525,1,1,812,8223
81,2014-02-19,3,5998.0,496,1,1,344,8149
82,2014-02-19,3,9366.0,865,1,1,532,9105
83,2014-02-19,3,3836.0,335,1,1,514,4514
84,2014-02-19,3,13803.0,1479,1,1,664,9721
85,2014-02-19,3,6238.0,866,1,1,582,6507
86,2014-02-19,3,5392.0,630,1,1,604,4839
87,2014-02-19,3,6488.0,817,1,1,472,5069
88,2014-02-19,3,7034.0,737,1,1,458,5795
89,2014-02-19,3,6361.0,634,1,1,842,6619
90,2014-02-19,3,8795.0,1051,1,1,483,7421
91,2014-02-19,3,6685.0,759,1,1,530,7008
92,2014-02-19,3,6103.0,537,1,1,421,5224
93,2014-02-19,3,5946.0,588,1,1,940,8620
94,2014-02-19,3,7119.0,614,1,1,647,8729
95,2014-02-19,3,7558.0,801,1,1,390,6121
96,2014-02-19,3,5887.0,617,1,1,628,4809
97,2014-02-19,3,6710.0,665,1,1,573,6913
98,2014-02-19,3,4868.0,416,1,1,318,4966
99,2014-02-19,3,5707.0,482,1,1,1918,6803
100,2014-02-19,3,6646.0,582,1,1,663,8497
101,2014-02-19,3,8045.0,767,1,1,440,9565
102,2014-02-19,3,7764.0,1089,1,1,730,7242
103,2014-02-19,3,4449.0,424,1,1,521,4596
104,2014-02-19,3,9662.0,1248,1,1,409,6550
105,2014-02-19,3,4347.0,544,1,1,665,4720
106,2014-02-19,3,8946.0,876,1,1,575,8867
107,2014-02-19,3,7239.0,900,1,1,732,7870
108,2014-02-19,3,9766.0,757,1,1,711,10032
109,2014-02-19,3,6369.0,713,1,1,846,6037
110,2014-02-19,3,4215.0,562,1,1,1059,6677
111,2014-02-19,3,7309.0,589,1,1,1782,7093
112,2014-02-19,3,6362.0,737,1,1,480,5396
113,2014-02-19,3,8657.0,791,1,1,877,8034
114,2014-02-19,3,5946.0,621,1,1,320,5080
115,2014-02-19,3,6342.0,495,1,1,783,7615
116,2014-02-19,3,7236.0,752,1,1,383,6667
117,2014-02-19,3,4022.0,506,1,1,582,4454
118,2014-02-19,3,7812.0,644,1,1,921,10146
119,2014-02-19,3,6177.0,673,1,1,908,6467
120,2014-02-19,3,7709.0,655,1,1,713,7677
121,2014-02-19,3,4146.0,468,1,1,529,4860
122,2014-02-19,3,5210.0,648,1,1,720,5948
123,2014-02-19,3,10229.0,1147,1,1,816,8161
124,2014-02-19,3,3960.0,492,1,1,609,3598
125,2014-02-19,3,10755.0,1482,1,1,929,14005
126,2014-02-19,3,6218.0,551,1,1,514,6744
127,2014-02-19,3,5711.0,674,1,1,502,5522
128,2014-02-19,3,7874.0,631,1,1,1311,9023
129,2014-02-19,3,8951.0,1059,1,1,1105,10477
130,2014-02-19,3,5638.0,619,1,1,438,5009
131,2014-02-19,3,5525.0,580,1,1,867,5869
132,2014-02-19,3,5638.0,544,1,1,915,7241
133,2014-02-19,3,5853.0,717,1,1,933,7032
134,2014-02-19,3,4949.0,520,1,1,545,5182
135,2014-02-19,3,5439.0,488,1,1,399,4890
136,2014-02-19,3,6966.0,498,1,1,769,7048
137,2014-02-19,3,6767.0,811,1,1,1031,8785
138,2014-02-19,3,7414.0,710,1,1,946,7162
139,2014-02-19,3,6681.0,512,1,1,1040,7872
140,2014-02-19,3,7690.0,996,1,1,577,8238
141,2014-02-19,3,6202.0,635,1,1,1620,5445
142,2014-02-19,3,4934.0,603,1,1,955,5677
143,2014-02-19,3,6188.0,550,1,1,630,7205
144,2014-02-19,3,7505.0,665,1,1,1131,10640
145,2014-02-19,3,9071.0,1220,1,1,1142,8645
146,2014-02-19,3,8185.0,681,1,1,498,7310
147,2014-02-19,3,8403.0,869,1,1,462,7209
148,2014-02-19,3,8849.0,817,1,1,726,9551
149,2014-02-19,3,5940.0,478,1,1,968,7800
150,2014-02-19,3,8638.0,811,1,1,576,7887
151,2014-02-19,3,6703.0,647,1,1,957,7678
152,2014-02-19,3,6857.0,739,1,1,708,5749
153,2014-02-19,3,9960.0,747,1,1,665,7644
154,2014-02-19,3,8526.0,706,1,1,800,9071
155,2014-02-19,3,6849.0,620,1,1,435,6628
156,2014-02-19,3,7684.0,758,1,1,640,7661
157,2014-02-19,3,10102.0,989,1,1,731,8522
158,2014-02-19,3,8073.0,521,1,1,580,8280
159,2014-02-19,3,7670.0,684,1,1,1082,7839
160,2014-02-19,3,6130.0,526,1,1,891,6298
161,2014-02-19,3,6801.0,797,1,1,793,7750
162,2014-02-19,3,8072.0,551,1,1,649,7183
163,2014-02-19,3,6907.0,850,1,1,597,7702
164,2014-02-19,3,6338.0,666,1,1,431,6204
165,2014-02-19,3,4280.0,410,1,1,619,4721
166,2014-02-19,3,5676.0,748,1,1,398,5464
167,2014-02-19,3,10762.0,1150,1,1,974,9598
168,2014-02-19,3,8202.0,777,1,1,654,7889
169,2014-02-19,3,7479.0,694,1,1,545,7279
170,2014-02-19,3,4921.0,554,1,1,2012,7838
171,2014-02-19,3,8756.0,901,1,1,648,9068
172,2014-02-19,3,6776.0,817,1,1,394,4768
173,2014-02-19,3,8239.0,1044,1,1,416,6694
174,2014-02-19,3,5579.0,445,1,1,783,7110
175,2014-02-19,3,5286.0,615,1,1,641,6013
176,2014-02-19,3,5239.0,683,1,1,512,6832
177,2014-02-19,3,4730.0,576,1,1,577,7588
178,2014-02-19,3,10101.0,925,1,1,724,9800
179,2014-02-19,3,7221.0,942,1,1,1153,8329
180,2014-02-19,3,7072.0,821,1,1,888,6475
181,2014-02-19,3,7671.0,748,1,1,920,10396
182,2014-02-19,3,5598.0,426,1,1,563,6412
183,2014-02-19,3,4583.0,548,1,1,651,4852
184,2014-02-19,3,6905.0,603,1,1,1254,7166
185,2014-02-19,3,7647.0,582,1,1,330,5336
186,2014-02-19,3,3880.0,399,1,1,358,4075
187,2014-02-19,3,6104.0,720,1,1,858,7533
188,2014-02-19,3,5379.0,452,1,1,885,6005
189,2014-02-19,3,9650.0,859,1,1,601,9237
190,2014-02-19,3,7600.0,655,1,1,1064,8458
191,2014-02-19,3,5626.0,584,1,1,1066,8267
192,2014-02-19,3,6708.0,488,1,1,827,8999
193,2014-02-19,3,6985.0,971,1,1,1024,7948
194,2014-02-19,3,4683.0,408,1,1,1156,6948
195,2014-02-19,3,11511.0,1362,1,1,621,9092
196,2014-02-19,3,4696.0,646,1,1,1015,7351
197,2014-02-19,3,6848.0,841,1,1,1085,8075
198,2014-02-19,3,3442.0,356,1,1,1004,4214
199,2014-02-19,3,8037.0,638,1,1,851,8462
200,2014-02-19,3,8065.0,1010,1,1,670,8418
201,2014-02-19,3,4781.0,403,1,1,629,6017
202,2014-02-19,3,6298.0,487,1,1,737,6646
203,2014-02-19,3,7730.0,1004,1,1,622,7354
204,2014-02-19,3,6078.0,560,1,1,685,9186
205,2014-02-19,3,7019.0,918,1,1,466,5956
206,2014-02-19,3,6862.0,779,1,1,527,9949
207,2014-02-19,3,10637.0,1245,1,1,728,9723
208,2014-02-19,3,2649.0,376,1,1,491,2909
209,2014-02-19,3,5684.0,546,1,1,661,4887
210,2014-02-19,3,3234.0,344,1,1,732,4832
211,2014-02-19,3,12886.0,1511,1,1,767,12005
212,2014-02-19,3,5134.0,491,1,1,317,4298
213,2014-02-19,3,9342.0,726,1,1,684,8249
214,2014-02-19,3,9200.0,650,1,1,406,7418
215,2014-02-19,3,6679.0,504,1,1,779,7006
216,2014-02-19,3,7220.0,850,1,1,665,7483
217,2014-02-19,3,4605.0,641,1,1,462,5463
218,2014-02-19,3,5745.0,773,1,1,470,4501
219,2014-02-19,3,3237.0,427,1,1,691,4335
220,2014-02-19,3,5841.0,749,1,1,988,5475
221,2014-02-19,3,5311.0,502,1,1,627,5507
222,2014-02-19,3,5145.0,589,1,1,627,5404
223,2014-02-19,3,8160.0,812,1,1,977,8868
224,2014-02-19,3,7129.0,477,1,1,2786,7861
225,2014-02-19,3,4805.0,510,1,1,768,5972
226,2014-02-19,3,8225.0,786,1,1,1425,7829
227,2014-02-19,3,6340.0,603,1,1,493,7061
228,2014-02-19,3,7871.0,599,1,1,1199,8568
229,2014-02-19,3,8397.0,705,1,1,1159,8650
230,2014-02-19,3,7097.0,865,1,1,900,7551
231,2014-02-19,3,4758.0,374,1,1,466,3837
232,2014-02-19,3,2809.0,275,1,1,754,2833
233,2014-02-19,3,9523.0,1066,1,1,717,8830
234,2014-02-19,3,11837.0,1095,1,1,928,12136
235,2014-02-19,3,7538.0,556,1,1,1515,7336
236,2014-02-19,3,7566.0,923,1,1,464,6394
237,2014-02-19,3,4230.0,560,1,1,695,4536
238,2014-02-19,3,8040.0,1136,1,1,1228,7950
239,2014-02-19,3,4406.0,441,1,1,975,6303
240,2014-02-19,3,5307.0,496,1,1,896,6427
241,2014-02-19,3,5686.0,671,1,1,399,5905
242,2014-02-19,3,4261.0,357,1,1,661,4675
243,2014-02-19,3,7643.0,969,1,1,1321,9134
244,2014-02-19,3,5548.0,512,1,1,544,5446
245,2014-02-19,3,9771.0,1160,1,1,458,7606
246,2014-02-19,3,6662.0,889,1,1,1138,8452
247,2014-02-19,3,8631.0,682,1,1,499,7697
248,2014-02-19,3,7448.0,981,1,1,633,7286
249,2014-02-19,3,5255.0,519,1,1,974,6348
250,2014-02-19,3,8878.0,676,1,1,712,9722
251,2014-02-19,3,18443.0,2374,1,1,1386,17239
252,2014-02-19,3,11362.0,816,1,1,533,8322
253,2014-02-19,3,6231.0,721,1,1,560,6192
254,2014-02-19,3,3281.0,272,1,1,914,4407
255,2014-02-19,3,6524.0,666,1,1,818,7141
256,2014-02-19,3,9677.0,1265,1,1,537,8696
257,2014-02-19,3,5317.0,630,1,1,1068,7088
258,2014-02-19,3,4798.0,403,1,1,987,6973
259,2014-02-19,3,13307.0,2452,1,1,704,10943
260,2014-02-19,3,6578.0,921,1,1,878,8468
261,2014-02-19,3,13524.0,914,1,1,752,11331
262,2014-02-19,3,18667.0,2957,1,1,426,7489
263,2014-02-19,3,2809.0,322,1,1,581,4721
264,2014-02-19,3,7664.0,1031,1,1,536,7115
265,2014-02-19,3,4783.0,517,1,1,752,5737
266,2014-02-19,3,4464.0,559,1,1,612,4811
267,2014-02-19,3,8400.0,959,1,1,607,9075
268,2014-02-19,3,5806.0,687,1,1,533,4296
269,2014-02-19,3,10715.0,1338,1,1,594,8305
270,2014-02-19,3,9230.0,1188,1,1,545,7877
271,2014-02-19,3,9712.0,919,1,1,1197,9442
272,2014-02-19,3,7160.0,684,1,1,713,6978
273,2014-02-19,3,7237.0,711,1,1,439,5905
274,2014-02-19,3,3358.0,883,1,1,705,3655
275,2014-02-19,3,7806.0,789,1,1,624,7335
276,2014-02-19,3,4460.0,527,1,1,1314,5116
277,2014-02-19,3,6620.0,500,1,1,766,7505
278,2014-02-19,3,6755.0,743,1,1,1368,9373
279,2014-02-19,3,9005.0,656,1,1,526,8763
280,2014-02-19,3,5818.0,465,1,1,576,7189
281,2014-02-19,3,6169.0,530,1,1,1328,5097
282,2014-02-19,3,4901.0,720,1,1,775,6172
283,2014-02-19,3,6254.0,654,1,1,916,8426
284,2014-02-19,3,6202.0,460,1,1,663,5840
285,2014-02-19,3,5637.0,496,1,1,659,5221
286,2014-02-19,3,5460.0,437,1,1,798,6225
287,2014-02-19,3,7320.0,749,1,1,405,6802
288,2014-02-19,3,5327.0,381,1,1,526,4776
289,2014-02-19,3,7062.0,568,1,1,628,6250
290,2014-02-19,3,6807.0,693,1,1,875,6926
291,2014-02-19,3,8403.0,855,1,1,2079,8100
292,2014-02-19,3,6153.0,754,1,1,500,5686
293,2014-02-19,3,6508.0,837,1,1,2521,6830
294,2014-02-19,3,6879.0,930,1,1,993,7190
295,2014-02-19,3,5573.0,699,1,1,448,5389
296,2014-02-19,3,7871.0,803,1,1,300,4852
297,2014-02-19,3,7721.0,773,1,1,555,6203
298,2014-02-19,3,7750.0,603,1,1,670,9035
299,2014-02-19,3,4323.0,506,1,1,850,5885
300,2014-02-19,3,7087.0,871,1,1,1135,8225
301,2014-02-19,3,5447.0,574,1,1,1071,6949
302,2014-02-19,3,3767.0,316,1,1,884,4259
303,2014-02-19,3,6039.0,662,1,1,412,5880
304,2014-02-19,3,7562.0,1083,1,1,992,8088
305,2014-02-19,3,6209.0,530,1,1,801,5995
306,2014-02-19,3,3853.0,418,1,1,563,6098
307,2014-02-19,3,2930.0,294,1,1,1194,5525
308,2014-02-19,3,9654.0,926,1,1,594,7923
309,2014-02-19,3,7841.0,584,1,1,655,8906
310,2014-02-19,3,8257.0,693,1,1,592,8482
311,2014-02-19,3,7162.0,942,1,1,432,6688
312,2014-02-19,3,6001.0,528,1,1,387,5817
313,2014-02-19,3,6929.0,642,1,1,426,6182
314,2014-02-19,3,5772.0,603,1,1,489,4588
315,2014-02-19,3,4279.0,464,1,1,1637,4191
316,2014-02-19,3,10072.0,834,1,1,543,7588
317,2014-02-19,3,4934.0,544,1,1,688,5344
318,2014-02-19,3,8249.0,659,1,1,662,8081
319,2014-02-19,3,8112.0,791,1,1,761,8320
320,2014-02-19,3,13044.0,1889,1,1,739,10081
321,2014-02-19,3,5413.0,517,1,1,468,5563
322,2014-02-19,3,5530.0,565,1,1,606,5675
323,2014-02-19,3,6966.0,591,1,1,1073,8268
324,2014-02-19,3,6204.0,753,1,1,655,6250
325,2014-02-19,3,7088.0,656,1,1,709,7096
326,2014-02-19,3,4321.0,373,1,1,556,5468
327,2014-02-19,3,7424.0,907,1,1,1237,7578
328,2014-02-19,3,4525.0,543,1,1,526,6049
329,2014-02-19,3,7553.0,645,1,1,325,4724
330,2014-02-19,3,4234.0,445,1,1,623,4304
331,2014-02-19,3,7575.0,989,1,1,780,7851
332,2014-02-19,3,4331.0,577,1,1,901,4378
333,2014-02-19,3,9363.0,1244,1,1,673,10659
334,2014-02-19,3,4914.0,523,1,1,698,6325
335,2014-02-19,3,17227.0,3075,1,1,699,9423
336,2014-02-19,3,16116.0,2153,1,1,853,11990
337,2014-02-19,3,5246.0,365,1,1,576,3808
338,2014-02-19,3,8164.0,625,1,1,682,7945
339,2014-02-19,3,5368.0,659,1,1,742,5855
340,2014-02-19,3,6537.0,703,1,1,446,5939
341,2014-02-19,3,5722.0,768,1,1,639,4744
342,2014-02-19,3,9534.0,734,1,1,826,9884
343,2014-02-19,3,7047.0,651,1,1,403,6514
344,2014-02-19,3,8596.0,1170,1,1,715,9796
345,2014-02-19,3,4693.0,494,1,1,596,4916
346,2014-02-19,3,7796.0,650,1,1,548,6329
347,2014-02-19,3,4455.0,372,1,1,632,4912
348,2014-02-19,3,8936.0,703,1,1,326,5664
349,2014-02-19,3,7315.0,780,1,1,715,8204
350,2014-02-19,3,6734.0,481,1,1,307,4444
351,2014-02-19,3,5747.0,473,1,1,752,5827
352,2014-02-19,3,6246.0,591,1,1,625,6629
353,2014-02-19,3,5310.0,1459,1,1,509,6418
354,2014-02-19,3,7949.0,677,1,1,1049,9449
355,2014-02-19,3,8199.0,979,1,1,667,8975
356,2014-02-19,3,6098.0,434,1,1,555,6861
357,2014-02-19,3,7675.0,1017,1,1,731,8026
358,2014-02-19,3,10052.0,1117,1,1,580,9153
359,2014-02-19,3,6718.0,568,1,1,674,7372
360,2014-02-19,3,7169.0,785,1,1,805,7157
361,2014-02-19,3,6144.0,618,1,1,481,6525
362,2014-02-19,3,9335.0,1125,1,1,766,9974
363,2014-02-19,3,6856.0,887,1,1,952,8446
364,2014-02-19,3,4178.0,571,1,1,687,5644
365,2014-02-19,3,6200.0,607,1,1,517,6014
366,2014-02-19,3,6887.0,633,1,1,728,6261
367,2014-02-19,3,5803.0,562,1,1,579,4736
368,2014-02-19,3,11168.0,794,1,1,514,7902
369,2014-02-19,3,6354.0,542,1,1,609,7694
370,2014-02-19,3,7341.0,576,1,1,634,7446
371,2014-02-19,3,7146.0,544,1,1,858,6814
372,2014-02-19,3,8375.0,734,1,1,450,7442
373,2014-02-19,3,4398.0,314,1,1,943,6226
374,2014-02-19,3,7490.0,890,1,1,905,8627
375,2014-02-19,3,10089.0,764,1,1,408,6306
376,2014-02-19,3,8111.0,920,1,1,550,8776
377,2014-02-19,3,7184.0,860,1,1,472,7395
378,2014-02-19,3,5972.0,899,1,1,1467,7887
379,2014-02-19,3,3806.0,444,1,1,741,4863
380,2014-02-19,3,14721.0,1438,1,1,916,12146
381,2014-02-19,3,9706.0,1074,1,1,473,7948
382,2014-02-19,3,8283.0,646,1,1,561,10126
383,2014-02-19,3,17861.0,2264,1,1,866,13259
384,2014-02-19,3,9002.0,1008,1,1,614,8337
385,2014-02-19,3,8413.0,721,1,1,968,8202
386,2014-02-19,3,9920.0,711,1,1,689,9143
387,2014-02-19,3,10984.0,1260,1,1,1113,10454
388,2014-02-19,3,10844.0,1130,1,1,716,8878
389,2014-02-19,3,11711.0,1340,1,1,1084,11248
390,2014-02-19,3,13931.0,1236,1,1,364,6540
391,2014-02-19,3,5871.0,699,1,1,533,6686
392,2014-02-19,3,8017.0,748,1,1,785,9048
393,2014-02-19,3,6106.0,624,1,1,1068,6553
394,2014-02-19,3,7981.0,603,1,1,550,7837
395,2014-02-19,3,3789.0,536,1,1,572,6131
396,2014-02-19,3,10147.0,1089,1,1,948,10792
397,2014-02-19,3,5245.0,712,1,1,628,5447
398,2014-02-19,3,5705.0,601,1,1,612,5697
399,2014-02-19,3,5171.0,524,1,1,512,5854
400,2014-02-19,3,9683.0,1313,1,1,1213,9637
401,2014-02-19,3,7309.0,645,1,1,1312,8635
402,2014-02-19,3,5569.0,545,1,1,811,5186
403,2014-02-19,3,7752.0,748,1,1,727,7764
404,2014-02-19,3,5513.0,619,1,1,623,6065
405,2014-02-19,3,4832.0,522,1,1,723,5288
406,2014-02-19,3,5754.0,447,1,1,761,6043
407,2014-02-19,3,3833.0,302,1,1,1073,4095
408,2014-02-19,3,5041.0,452,1,1,524,5513
409,2014-02-19,3,5734.0,589,1,1,1552,4836
410,2014-02-19,3,7372.0,878,1,1,565,6780
411,2014-02-19,3,8517.0,663,1,1,969,10079
412,2014-02-19,3,8281.0,584,1,1,1255,9288
413,2014-02-19,3,6893.0,887,1,1,864,6093
414,2014-02-19,3,5854.0,430,1,1,1584,7144
415,2014-02-19,3,5659.0,463,1,1,1744,7714
416,2014-02-19,3,10580.0,1341,1,1,890,10870
417,2014-02-19,3,7849.0,884,1,1,870,8558
418,2014-02-19,3,5634.0,567,1,1,591,6159
419,2014-02-19,3,5754.0,904,1,1,683,5547
420,2014-02-19,3,4115.0,373,1,1,900,4935
421,2014-02-19,3,7789.0,816,1,1,378,6035
422,2014-02-19,3,4571.0,471,1,1,754,6520
423,2014-02-19,3,9416.0,1651,1,1,521,7055
424,2014-02-19,3,5784.0,716,1,1,1623,6941
425,2014-02-19,3,3264.0,436,1,1,554,3801
426,2014-02-19,3,5872.0,709,1,1,1085,6179
427,2014-02-19,3,7893.0,787,1,1,618,7737
428,2014-02-19,3,5893.0,488,1,1,554,6536
429,2014-02-19,3,5467.0,390,1,1,525,5455
430,2014-02-19,3,8829.0,679,1,1,989,8824
431,2014-02-19,3,9572.0,962,1,1,779,9829
432,2014-02-19,3,11643.0,1559,1,1,578,9123
433,2014-02-19,3,4621.0,570,1,1,647,6625
434,2014-02-19,3,8562.0,619,1,1,622,9173
435,2014-02-19,3,3946.0,460,1,1,413,3960
436,2014-02-19,3,6072.0,641,1,1,670,6307
437,2014-02-19,3,7984.0,748,1,1,665,8029
438,2014-02-19,3,5148.0,554,1,1,464,5826
439,2014-02-19,3,7280.0,904,1,1,687,7440
440,2014-02-19,3,5111.0,576,1,1,1374,7834
441,2014-02-19,3,6432.0,665,1,1,494,6836
442,2014-02-19,3,4265.0,446,1,1,522,3575
443,2014-02-19,3,5618.0,483,1,1,861,6335
444,2014-02-19,3,11404.0,1382,1,1,1035,11426
445,2014-02-19,3,8647.0,1239,1,1,484,8203
446,2014-02-19,3,5454.0,681,1,1,692,5024
447,2014-02-19,3,5229.0,625,1,1,634,6364
448,2014-02-19,3,9260.0,790,1,1,904,8999
449,2014-02-19,3,11810.0,1631,1,1,672,9329
450,2014-02-19,3,7527.0,911,1,1,768,7809
451,2014-02-19,3,5449.0,481,1,1,924,7954
452,2014-02-19,3,4738.0,408,1,1,855,5985
453,2014-02-19,3,6361.0,721,1,1,760,6564
454,2014-02-19,3,7479.0,922,1,1,822,6473
455,2014-02-19,3,7355.0,468,1,1,469,7072
456,2014-02-19,3,6249.0,815,1,1,971,7343
457,2014-02-19,3,4752.0,383,1,1,758,6246
458,2014-02-19,3,6512.0,619,1,1,398,7058
459,2014-02-19,3,9019.0,1082,1,1,556,7839
460,2014-02-19,3,4253.0,335,1,1,1020,5110
461,2014-02-19,3,5161.0,469,1,1,425,4634
462,2014-02-19,3,4679.0,606,1,1,512,5112
463,2014-02-19,3,6197.0,987,1,1,982,6625
464,2014-02-19,3,8761.0,1084,1,1,658,9006
465,2014-02-19,3,8077.0,630,1,1,2211,8530
466,2014-02-19,3,8620.0,828,1,1,698,8491
467,2014-02-19,3,13150.0,1579,1,1,652,9557
468,2014-02-19,3,6666.0,729,1,1,407,7013
469,2014-02-19,3,11206.0,1478,1,1,1062,10944
470,2014-02-19,3,12368.0,1628,1,1,895,10473
471,2014-02-19,3,7680.0,574,1,1,684,7189
472,2014-02-19,3,5289.0,726,1,1,721,5947
473,2014-02-19,3,3461.0,505,1,1,401,5105
474,2014-02-19,3,8592.0,838,1,1,504,6662
475,2014-02-19,3,6867.0,974,1,1,646,6908
476,2014-02-19,3,6341.0,685,1,1,1222,8225
477,2014-02-19,3,5757.0,389,1,1,1005,7061
478,2014-02-19,3,7046.0,727,1,1,674,7399
479,2014-02-19,3,11153.0,1252,1,1,524,8004
480,2014-02-19,3,5998.0,718,1,1,921,6995
481,2014-02-19,3,5847.0,502,1,1,552,6853
482,2014-02-19,3,7340.0,792,1,1,707,8496
483,2014-02-19,3,5206.0,641,1,1,849,6495
484,2014-02-19,3,7025.0,666,1,1,628,7310
485,2014-02-19,3,5333.0,442,1,1,644,5371
486,2014-02-19,3,5140.0,541,1,1,2315,5534
487,2014-02-19,3,7499.0,662,1,1,861,7299
488,2014-02-19,3,3721.0,373,1,1,1710,3925
489,2014-02-19,3,8640.0,703,1,1,2725,7483
490,2014-02-19,3,8038.0,1045,1,1,859,8455
491,2014-02-19,3,6885.0,514,1,1,1072,7566
492,2014-02-19,3,7414.0,1070,1,1,578,7740
493,2014-02-19,3,9024.0,844,1,1,1148,9481
494,2014-02-19,3,8205.0,1178,1,1,429,6888
495,2014-02-19,3,5781.0,431,1,1,968,6588
496,2014-02-19,3,7738.0,801,1,1,320,6022
497,2014-02-19,3,9161.0,1155,1,1,699,9043
498,2014-02-19,3,6298.0,814,1,1,723,8186
499,2014-02-19,3,4909.0,681,1,1,446,5574
500,2014-02-19,3,5139.0,369,1,1,597,5253
501,2014-02-19,3,6522.0,689,1,1,861,6676
502,2014-02-19,3,10798.0,1471,1,1,865,10123
503,2014-02-19,3,6953.0,430,1,1,814,6827
504,2014-02-19,3,6027.0,914,1,1,503,7388
505,2014-02-19,3,5250.0,635,1,1,638,3128
506,2014-02-19,3,8842.0,1002,1,1,602,7251
507,2014-02-19,3,8768.0,638,1,1,825,9347
508,2014-02-19,3,6779.0,673,1,1,459,6937
509,2014-02-19,3,6517.0,526,1,1,458,7563
510,2014-02-19,3,9017.0,886,1,1,663,8153
511,2014-02-19,3,5937.0,801,1,1,623,7109
512,2014-02-19,3,5209.0,1307,1,1,684,5907
513,2014-02-19,3,17565.0,1997,1,1,849,14706
514,2014-02-19,3,6129.0,660,1,1,749,7394
515,2014-02-19,3,8877.0,682,1,1,638,9072
516,2014-02-19,3,6031.0,794,1,1,716,6616
517,2014-02-19,3,8822.0,788,1,1,602,6832
518,2014-02-19,3,5931.0,500,1,1,816,6949
519,2014-02-19,3,4647.0,464,1,1,578,5513
520,2014-02-19,3,3736.0,366,1,1,576,4716
521,2014-02-19,3,5082.0,396,1,1,725,5066
